ticker,name,shares,calls_oi,puts_oi,total_oi,ratio,iv,next_earnings
BX,Blackstone Inc.,722540992.0,124371,206200,330571,0.0458,0.3983,2024-10-17
BXC,BlueLinx Holdings Inc.,8661740.0,550,476,1026,0.0118,0.7137,2024-07-30
BXMT,"Blackstone Mortgage Trust, Inc.",173584000.0,24404,55928,80332,0.0463,0.4777,2024-07-24
BXMX,Nuveen S&P 500 Buy-Write Income Fund,104165000.0,0,0,0,0.0,,2025-09-01
BXP,"BXP, Inc.",157059008.0,18903,9920,28823,0.0184,0.3953,2024-07-30
BXSL,Blackstone Secured Lending Fund,198612000.0,6024,10952,16976,0.0085,0.2133,2024-08-07
BY,"Byline Bancorp, Inc.",44124100.0,9,7,16,0.0,0.8095,2024-07-25
BYD,Boyd Gaming Corporation,94877200.0,22693,29583,52276,0.0551,0.41,N/A
BYM,BlackRock Municipal Income Quality Trust,25903300.0,0,0,0,0.0,,N/A
BYON,"Beyond, Inc.",45749800.0,80025,19600,99625,0.2178,1.2559,N/A
BZH,"Beazer Homes USA, Inc.",31547300.0,3495,4612,8107,0.0257,0.5931,N/A
C,Citigroup Inc.,1925699968.0,1170497,980047,2150544,0.1117,0.3346,N/A
C,Citigroup Inc.,1925699968.0,1170497,980047,2150544,0.1117,0.3346,N/A
N,N/A,,0,0,0,,,N/A
CAAP,Corporación América Airports S.A.,160972000.0,2092,378,2470,0.0015,0.6307,N/A
CABO,"Cable One, Inc.",5619080.0,0,0,0,0.0,,N/A
CACI,CACI International Inc,22296400.0,179,219,398,0.0018,0.2593,N/A
CADE,Cadence Bank,182732992.0,1403,699,2102,0.0012,0.5878,N/A
CADE,Cadence Bank,182732992.0,1403,699,2102,0.0012,0.5878,N/A
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
CAE,CAE Inc.,318644000.0,365,26,391,0.0001,0.5487,N/A
CAF,"Morgan Stanley China A Share Fund, Inc.",17368700.0,0,0,0,0.0,,N/A
CAG,"Conagra Brands, Inc.",478208992.0,30929,25598,56527,0.0118,0.2561,N/A
CAH,"Cardinal Health, Inc.",243567008.0,24496,13418,37914,0.0156,0.3216,N/A
CAL,"Caleres, Inc.",35129700.0,16340,5846,22186,0.0632,0.5277,N/A
CALX,"Calix, Inc.",65525000.0,1094,1062,2156,0.0033,0.5821,2024-10-21
CANG,Cango Inc.,104365000.0,0,0,0,0.0,,2024-08-21
CAPL,CrossAmerica Partners LP,38027200.0,472,654,1126,0.003,0.3533,2024-08-05
CARR,Carrier Global Corporation,901011968.0,56545,40152,96697,0.0107,0.3727,2024-07-25
CARS,Cars.com Inc.,66116600.0,1178,868,2046,0.0031,0.7076,2024-08-01
CAT,Caterpillar Inc.,489052992.0,102518,109663,212181,0.0434,0.3642,2024-07-30
CATO,The Cato Corporation,18791700.0,121,526,647,0.0034,1.4896,2024-08-15
CAVA,"CAVA Group, Inc.",114028000.0,74041,63319,137360,0.1205,0.6756,No future earnings date available
CB,Chubb Limited,406060992.0,23594,18747,42341,0.0104,0.2715,2024-07-23
CBH,Virtus Convertible & Income 2024 Target Term Fund,18263600.0,0,0,0,0.0,,N/A
CBL,"CBL & Associates Properties, Inc.",31872400.0,16593,97,16690,0.0524,0.3662,No future earnings date available
CBRE,"CBRE Group, Inc.",306824000.0,4343,3877,8220,0.0027,0.3919,2024-07-25
CBT,Cabot Corporation,55258200.0,478,336,814,0.0015,0.4188,2024-08-05
CBU,"Community Financial System, Inc.",52771200.0,317,208,525,0.001,0.9098,2024-07-23
CBZ,"CBIZ, Inc.",50112100.0,111,4,115,0.0002,0.394,2024-07-25
CC,The Chemours Company,148895008.0,16602,15406,32008,0.0215,0.489,2024-08-01
CCI,Crown Castle Inc.,434523008.0,36974,16073,53047,0.0122,0.2993,2024-10-16
CCIA,Vertical Capital Income Fund,,0,0,0,,,No future earnings date available
CCIF,Carlyle Credit Income Fund,12328500.0,0,0,0,0.0,,No future earnings date available
CCJ,Cameco Corporation,434630016.0,197723,99561,297284,0.0684,0.5051,2024-07-31
CCK,"Crown Holdings, Inc.",120757000.0,11382,21358,32740,0.0271,0.3437,2024-10-21
CCL,Carnival Corporation & plc,1122450048.0,621454,847889,1469343,0.1309,0.6066,2024-09-27
CCM,Concord Medical Services Holdings Limited,43417200.0,0,0,0,0.0,,2024-10-14
CCO,"Clear Channel Outdoor Holdings, Inc.",488707008.0,16054,6699,22753,0.0047,0.7652,2024-08-07
CCRD,CoreCard Corporation,8160760.0,0,0,0,0.0,,2024-08-01
CCS,"Century Communities, Inc.",31790800.0,527,1152,1679,0.0053,0.4996,2024-07-24
CCU,Compañía Cervecerías Unidas S.A.,184751008.0,147,16,163,0.0001,0.7273,2024-08-07
CCZ,Comcast Holdings Corp.,,0,0,0,,,N/A
CDE,"Coeur Mining, Inc.",399320992.0,72086,16886,88972,0.0223,0.8394,2024-08-07
CDLR,Cadeler A/S,87678800.0,0,0,0,0.0,,2024-08-27
CDP,COPT Defense Properties,112635000.0,103,169,272,0.0002,0.6338,2024-07-29
CDR,N/A,,0,0,0,,,N/A
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,N/A
CDR,N/A,,0,0,0,,,N/A
C,Citigroup Inc.,1925699968.0,1170497,980047,2150544,0.1117,0.3346,N/A
CDRE,"Cadre Holdings, Inc.",40606200.0,92,45,137,0.0003,0.5369,N/A
CE,Celanese Corporation,109220000.0,1877,1709,3586,0.0033,0.3538,N/A
CEE,"The Central and Eastern Europe Fund, Inc.",6395610.0,0,0,0,0.0,,N/A
CEIX,CONSOL Energy Inc.,29388000.0,15479,11064,26543,0.0903,0.5044,N/A
CEM,ClearBridge MLP and Midstream Fund Inc,13294200.0,0,0,0,0.0,,N/A
CEPU,Central Puerto S.A.,150274000.0,688,204,892,0.0006,0.6903,N/A
CF,"CF Industries Holdings, Inc.",182782000.0,33518,62223,95741,0.0524,0.3645,N/A
CFG,"Citizens Financial Group, Inc.",452961984.0,35743,39701,75444,0.0167,0.4464,N/A
CFG,"Citizens Financial Group, Inc.",452961984.0,35743,39701,75444,0.0167,0.4464,N/A
E,Eni S.p.A.,1588009984.0,660,100,760,0.0,0.4006,N/A
CFG,"Citizens Financial Group, Inc.",452961984.0,35743,39701,75444,0.0167,0.4464,N/A
H,Hyatt Hotels Corporation,45179200.0,2951,3279,6230,0.0138,0.355,N/A
CFR,"Cullen/Frost Bankers, Inc.",64254300.0,2070,1679,3749,0.0058,0.3518,N/A
CFR,"Cullen/Frost Bankers, Inc.",64254300.0,2070,1679,3749,0.0058,0.3518,N/A
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,N/A
