ticker,name,shares,calls_oi,puts_oi,total_oi,ratio,iv,next_earnings
COF,Capital One Financial Corporation,381921984.0,33417,58549,91966,0.0241,0.3605,N/A
L,Loews Corporation,221406000.0,665,506,1171,0.0005,0.2943,N/A
COF,Capital One Financial Corporation,381921984.0,33417,58549,91966,0.0241,0.3605,N/A
N,N/A,,0,0,0,,,N/A
COHR,Coherent Corp.,152460992.0,37356,27958,65314,0.0428,0.6211,N/A
COLD,"Americold Realty Trust, Inc.",284040000.0,2037,1426,3463,0.0012,0.4957,N/A
COMP,"Compass, Inc.",475155008.0,25789,26293,52082,0.011,0.9135,N/A
COOK,"Traeger, Inc.",128870000.0,2762,648,3410,0.0026,1.0561,N/A
COP,ConocoPhillips,1164310016.0,120787,149104,269891,0.0232,0.3019,N/A
COR,"Cencora, Inc.",196928992.0,39413,31703,71116,0.0361,0.268,N/A
COTY,Coty Inc.,867838976.0,27746,23510,51256,0.0059,0.61,N/A
COUR,"Coursera, Inc.",156112000.0,14589,6564,21153,0.0135,1.0416,N/A
CP,Canadian Pacific Kansas City Limited,932705024.0,24970,11918,36888,0.004,0.301,N/A
CPA,"Copa Holdings, S.A.",30748900.0,2654,4384,7038,0.0229,0.5354,N/A
CPAC,Cementos Pacasmayo S.A.A.,85621400.0,0,0,0,0.0,,N/A
CPAY,"Corpay, Inc.",70268496.0,1238,513,1751,0.0025,0.4938,2024-08-06
CPB,Campbell Soup Company,298553984.0,16225,15728,31953,0.0107,0.2956,2024-08-29
CPF,Central Pacific Financial Corp.,27042300.0,1246,4,1250,0.0046,0.6338,2024-07-24
CPK,Chesapeake Utilities Corporation,22159200.0,42,9,51,0.0002,0.3903,2024-08-01
CPNG,"Coupang, Inc.",1613180032.0,235686,59694,295380,0.0183,0.5418,2024-08-06
CPRI,Capri Holdings Limited,116649000.0,206497,293718,500215,0.4288,0.6695,2024-08-06
CPS,Cooper-Standard Holdings Inc.,17290100.0,2003,868,2871,0.0166,0.8362,2024-08-01
CPT,Camden Property Trust,106535000.0,459,1613,2072,0.0019,0.6128,2024-08-01
CQP,"Cheniere Energy Partners, L.P.",484040992.0,1117,1015,2132,0.0004,0.4575,2024-08-01
CR,Crane Company,57157900.0,3924,1137,5061,0.0089,0.3735,No future earnings date available
CRBG,"Corebridge Financial, Inc.",608435968.0,22195,49476,71671,0.0118,0.4054,2024-07-31
CRC,California Resources Corporation,89192600.0,9309,14772,24081,0.027,0.4091,2024-08-06
CRD,N/A,,0,0,0,,,N/A
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
CRD,N/A,,0,0,0,,,N/A
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,2024-07-26
CRGY,Crescent Energy Company,111517000.0,5393,6402,11795,0.0106,0.3763,2024-08-07
CRH,CRH plc,683211008.0,63349,13955,77304,0.0113,0.4027,N/A
CRI,"Carter's, Inc.",36498600.0,1865,4207,6072,0.0166,0.4329,2024-07-26
CRK,"Comstock Resources, Inc.",292201984.0,49099,21646,70745,0.0242,0.5836,2024-07-30
CRL,"Charles River Laboratories International, Inc.",51511700.0,1711,2350,4061,0.0079,0.4736,2024-08-07
CRM,"Salesforce, Inc.",969000000.0,224907,199226,424133,0.0438,0.3757,2024-08-28
CRS,Carpenter Technology Corporation,49608300.0,7495,10090,17585,0.0354,0.6023,2024-07-25
CRT,Cross Timbers Royalty Trust,6000000.0,0,0,0,0.0,,2024-08-09
CSAN,Cosan S.A.,465140000.0,0,0,0,0.0,,2024-08-09
CSL,Carlisle Companies Incorporated,47601800.0,1338,165,1503,0.0032,0.4202,2024-07-24
CSR,Centerspace,14912100.0,68,77,145,0.001,0.4902,2024-07-29
CSR,Centerspace,14912100.0,68,77,145,0.001,0.4902,2024-07-29
C,Citigroup Inc.,1925699968.0,1170497,980047,2150544,0.1117,0.3346,2024-10-15
CSTM,Constellium SE,145832000.0,14950,12898,27848,0.0191,0.681,2024-07-23
CSV,"Carriage Services, Inc.",15165500.0,3131,958,4089,0.027,0.6082,2024-07-31
CTA,Simplify Managed Futures Strategy ETF,,0,0,0,,,N/A
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
CTA,Simplify Managed Futures Strategy ETF,,0,0,0,,,N/A
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,2024-07-26
CTBB,Qwest Corp. NT,,0,0,0,,,N/A
CTDD,Qwest Corp. 6.75% NT 57,,0,0,0,,,N/A
CTLT,"Catalent, Inc.",180980000.0,7766,11615,19381,0.0107,0.4181,2024-08-27
CTO,"CTO Realty Growth, Inc.",22946400.0,597,790,1387,0.006,0.5998,2024-07-25
CTO,"CTO Realty Growth, Inc.",22946400.0,597,790,1387,0.006,0.5998,2024-07-25
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
CTOS,"Custom Truck One Source, Inc.",240418000.0,120,95,215,0.0001,0.6278,N/A
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,6886830.0,0,0,0,0.0,,N/A
CTRA,Coterra Energy Inc.,744233024.0,72073,65143,137216,0.0184,0.3596,N/A
CTRE,"CareTrust REIT, Inc.",142064000.0,282,106,388,0.0003,0.4378,N/A
CTRI,"Centuri Holdings, Inc.",88517504.0,632,888,1520,0.0017,0.8997,N/A
CTS,CTS Corporation,30569700.0,18,4,22,0.0001,0.7008,N/A
CTV,Innovid Corp.,144412992.0,0,0,0,0.0,,N/A
CTVA,"Corteva, Inc.",696976000.0,26808,7929,34737,0.005,0.4353,N/A
CUBB,N/A,,0,0,0,,,N/A
CUBE,CubeSmart,224972000.0,1565,722,2287,0.001,0.5214,N/A
CUBI,"Customers Bancorp, Inc.",31652000.0,794,4613,5407,0.0171,0.7707,N/A
CUBI,"Customers Bancorp, Inc.",31652000.0,794,4613,5407,0.0171,0.7707,N/A
E,Eni S.p.A.,1588009984.0,660,100,760,0.0,0.4006,N/A
CUBI,"Customers Bancorp, Inc.",31652000.0,794,4613,5407,0.0171,0.7707,N/A
F,Ford Motor Company,3921489920.0,1582291,2139582,3721873,0.0949,0.3125,N/A
CUK,Carnival Corporation & plc,1267120000.0,866,368,1234,0.0001,0.7514,N/A
CULP,"Culp, Inc.",12469900.0,9,70,79,0.0006,0.858,2024-08-28
CURV,Torrid Holdings Inc.,104350000.0,18831,449,19280,0.0185,0.7744,2024-09-04
CUZ,Cousins Properties Incorporated,152072000.0,321,327,648,0.0004,0.5547,2024-07-25
CVE,Cenovus Energy Inc.,1865200000.0,139648,44510,184158,0.0099,0.3879,2024-08-01
CVEO,Civeo Corporation,14623700.0,204,77,281,0.0019,0.7671,2024-07-30
CVI,"CVR Energy, Inc.",100531000.0,11205,8625,19830,0.0197,0.4602,2024-07-29
CVNA,Carvana Co.,116947000.0,159338,238939,398277,0.3406,1.1528,2024-07-31
CVS,CVS Health Corporation,1255369984.0,321788,219512,541300,0.0431,0.3727,2024-08-07
CVX,Chevron Corporation,1828800000.0,224271,207184,431455,0.0236,0.2568,2024-08-02
CW,Curtiss-Wright Corporation,38298800.0,298,100,398,0.001,0.3348,2024-08-07
CWAN,"Clearwater Analytics Holdings, Inc.",146547008.0,1138,430,1568,0.0011,0.4963,2024-07-31
CWEN,"Clearway Energy, Inc.",82454304.0,2639,1529,4168,0.0051,0.4955,2024-08-01
CWH,"Camping World Holdings, Inc.",45072100.0,13319,26515,39834,0.0884,0.6725,2024-07-30
CWK,Cushman & Wakefield plc,229158000.0,8718,419,9137,0.004,0.599,2024-07-29
CWT,California Water Service Group,57754100.0,160,52,212,0.0004,0.5557,2024-08-01
CX,"CEMEX, S.A.B. de C.V.",1450829952.0,17796,5901,23697,0.0016,0.5485,2024-07-25
CXE,MFS High Income Municipal Trust,31525800.0,0,0,0,0.0,,N/A
CXH,MFS Investment Grade Municipal Trust,8199220.0,0,0,0,0.0,,N/A
CXM,"Sprinklr, Inc.",148652000.0,11649,15834,27483,0.0185,1.1599,2024-09-04
CXT,"Crane NXT, Co.",57126900.0,671,46,717,0.0013,0.2237,2024-08-07
CXW,"CoreCivic, Inc.",111257000.0,41091,16943,58034,0.0522,0.6558,2024-08-07
CYD,China Yuchai International Limited,40858300.0,142,30,172,0.0004,0.7835,2024-08-08
CYH,"Community Health Systems, Inc.",138966000.0,24628,36651,61279,0.0441,0.948,2024-07-24
D,"Dominion Energy, Inc.",838211008.0,64307,24197,88504,0.0106,0.2809,2024-08-01
DAC,Danaos Corporation,19345600.0,15602,6544,22146,0.1145,0.544,2024-08-05
DAL,"Delta Air Lines, Inc.",645419008.0,422988,311857,734845,0.1139,0.3781,2024-10-10
DAN,Dana Incorporated,144963008.0,1762,1252,3014,0.0021,0.6022,2024-07-31
DAO,"Youdao, Inc.",119519000.0,858,140,998,0.0008,1.2334,2024-08-22
DAR,Darling Ingredients Inc.,159780000.0,14753,13641,28394,0.0178,0.4844,2024-07-24
DAVA,Endava plc,57751000.0,2318,1521,3839,0.0066,0.6745,2024-09-20
DAY,Dayforce Inc,157900000.0,6168,4418,10586,0.0067,0.4987,N/A
DB,Deutsche Bank Aktiengesellschaft,1974499968.0,31089,38959,70048,0.0035,0.4644,N/A
DBD,"Diebold Nixdorf, Incorporated",37566700.0,2141,14343,16484,0.0439,0.4447,N/A
DBI,Designer Brands Inc.,50070300.0,9730,3631,13361,0.0267,0.6682,N/A
DBL,DoubleLine Opportunistic Credit Fund,17071100.0,0,0,0,0.0,,N/A
DBRG,"DigitalBridge Group, Inc.",173615008.0,76058,10761,86819,0.05,0.4958,N/A
DBRG,"DigitalBridge Group, Inc.",173615008.0,76058,10761,86819,0.05,0.4958,N/A
H,Hyatt Hotels Corporation,45179200.0,2951,3279,6230,0.0138,0.355,N/A
DBRG,"DigitalBridge Group, Inc.",173615008.0,76058,10761,86819,0.05,0.4958,N/A
I,N/A,,0,0,0,,,N/A
DBRG,"DigitalBridge Group, Inc.",173615008.0,76058,10761,86819,0.05,0.4958,N/A
J,Jacobs Solutions Inc.,125213000.0,6658,1597,8255,0.0066,0.2786,N/A
DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc.",15000700.0,0,0,0,0.0,,N/A
DCI,"Donaldson Company, Inc.",120405000.0,504,579,1083,0.0009,0.4392,N/A
DCO,Ducommun Incorporated,14716300.0,51,69,120,0.0008,0.5383,N/A
DD,"DuPont de Nemours, Inc.",418104000.0,67054,58167,125221,0.0299,0.3162,N/A
DDD,3D Systems Corporation,133619000.0,31083,47789,78872,0.059,0.8543,N/A
DDL,Dingdong (Cayman) Limited,217203008.0,192,40,232,0.0001,1.2352,N/A
DDS,"Dillard's, Inc.",12247400.0,0,0,0,0.0,,2024-08-08
DDT,Dillards Capital Trust I CAP SECS 7.5%,,0,0,0,,,N/A
DE,Deere & Company,275569984.0,42735,49476,92211,0.0335,0.3129,2024-08-16
DEA,"Easterly Government Properties, Inc.",102999000.0,3455,960,4415,0.0043,0.3961,2024-07-31
DEC,Diversified Energy Company PLC,47263900.0,0,0,0,0.0,,2024-08-29
DECK,Deckers Outdoor Corporation,25442500.0,3529,4058,7587,0.0298,0.5365,2024-07-25
DEI,"Douglas Emmett, Inc.",167379008.0,5209,6790,11999,0.0072,0.3668,2024-08-08
DELL,Dell Technologies Inc.,312687008.0,323947,244317,568264,0.1817,0.5629,2024-08-29
DEO,Diageo plc,555036992.0,4690,4059,8749,0.0016,0.2749,2024-07-30
DESP,"Despegar.com, Corp.",72054200.0,2659,1844,4503,0.0062,0.599,2024-08-15
DFH,"Dream Finders Homes, Inc.",34502100.0,2108,563,2671,0.0077,0.6674,2024-08-01
DFIN,"Donnelley Financial Solutions, Inc.",29315900.0,107,175,282,0.001,0.5633,2024-07-31
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,20538100.0,0,0,0,0.0,,N/A
DFS,Discover Financial Services,250599008.0,17598,12483,30081,0.012,0.4109,2024-10-16
DG,Dollar General Corporation,219895008.0,63176,71230,134406,0.0611,0.408,2024-08-29
DGX,Quest Diagnostics Incorporated,111092000.0,4933,2454,7387,0.0066,0.3655,2024-07-23
DHF,BNY Mellon High Yield Strategies Fund,72736496.0,0,0,0,0.0,,N/A
DHI,"D.R. Horton, Inc.",327372992.0,47677,42258,89935,0.0275,0.4651,2024-11-05
DHR,Danaher Corporation,740686976.0,35449,40581,76030,0.0103,0.3222,2024-07-23
DHT,"DHT Holdings, Inc.",161328992.0,12436,5238,17674,0.011,0.4662,2024-08-06
DHX,"DHI Group, Inc.",48340100.0,145,78,223,0.0005,1.5091,2024-07-31
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,36366900.0,0,0,0,0.0,,N/A
DIN,"Dine Brands Global, Inc.",15404600.0,1768,3114,4882,0.0317,0.6331,2024-08-07
DINO,HF Sinclair Corporation,192156992.0,10634,9498,20132,0.0105,0.3953,2024-08-01
DIS,The Walt Disney Company,1823040000.0,525479,420237,945716,0.0519,0.3282,2024-08-07
DK,"Delek US Holdings, Inc.",64131100.0,4908,2674,7582,0.0118,0.7118,2024-08-06
DKL,"Delek Logistics Partners, LP",47216000.0,1240,915,2155,0.0046,0.5007,2024-08-06
DKS,"DICK'S Sporting Goods, Inc.",57919500.0,44689,65495,110184,0.1902,0.4729,2024-08-20
DLB,"Dolby Laboratories, Inc.",59749700.0,168,63,231,0.0004,0.4081,2024-08-07
DLNG,Dynagas LNG Partners LP,36802200.0,568,162,730,0.002,0.8296,2024-09-12
DLNG,Dynagas LNG Partners LP,36802200.0,568,162,730,0.002,0.8296,2024-09-12
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
DLNG,Dynagas LNG Partners LP,36802200.0,568,162,730,0.002,0.8296,2024-09-12
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,N/A
DLR,"Digital Realty Trust, Inc.",324502016.0,26059,19263,45322,0.014,0.3807,N/A
DLR,"Digital Realty Trust, Inc.",324502016.0,26059,19263,45322,0.014,0.3807,N/A
J,Jacobs Solutions Inc.,125213000.0,6658,1597,8255,0.0066,0.2786,N/A
DLR,"Digital Realty Trust, Inc.",324502016.0,26059,19263,45322,0.014,0.3807,N/A
K,Kellanova,341884000.0,45585,15765,61350,0.0179,0.266,N/A
DLR,"Digital Realty Trust, Inc.",324502016.0,26059,19263,45322,0.014,0.3807,N/A
L,Loews Corporation,221406000.0,665,506,1171,0.0005,0.2943,N/A
DLX,Deluxe Corporation,44045800.0,600,312,912,0.0021,0.5982,N/A
DLY,DoubleLine Yield Opportunities Fund,47945800.0,0,0,0,0.0,,N/A
DM,"Desktop Metal, Inc.",33039600.0,4538,81970,86508,0.2618,3.7646,N/A
DMA,Destra Multi-Alternative Fund,8963240.0,0,0,0,0.0,,N/A
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",18406000.0,0,0,0,0.0,,N/A
DMO,Western Asset Mortgage Opportunity Fund Inc.,11383500.0,0,0,0,0.0,,N/A
DNA,"Ginkgo Bioworks Holdings, Inc.",1729840000.0,203511,32256,235767,0.0136,1.8969,N/A
DNB,"Dun & Bradstreet Holdings, Inc.",442718016.0,513,118,631,0.0001,0.5957,N/A
DNMR,"Danimer Scientific, Inc.",118032000.0,8251,22423,30674,0.026,1.6104,N/A
DNOW,DNOW Inc.,106803000.0,928,326,1254,0.0012,0.6722,N/A
DNP,DNP Select Income Fund Inc.,366060992.0,0,0,0,0.0,,2024-12-19
DO,"Diamond Offshore Drilling, Inc.",102596000.0,12967,9590,22557,0.022,0.5025,2024-08-06
DOC,"Healthpeak Properties, Inc.",703782016.0,2146,906,3052,0.0004,0.2707,No future earnings date available
DOCN,"DigitalOcean Holdings, Inc.",91091296.0,69079,24222,93301,0.1024,0.663,2024-08-08
DOCS,"Doximity, Inc.",125132000.0,20337,16358,36695,0.0293,0.5945,2024-08-08
DOLE,Dole plc,94929200.0,6957,591,7548,0.008,0.4589,2024-08-15
DOMA,Doma Holdings Inc.,14149600.0,220,29,249,0.0018,0.9126,2024-08-06
DOUG,Douglas Elliman Inc.,91714704.0,1791,16,1807,0.002,1.4895,No future earnings date available
DOV,Dover Corporation,137430000.0,7602,4876,12478,0.0091,0.2948,2024-07-25
DOW,Dow Inc.,703206016.0,135142,115390,250532,0.0356,0.2822,2024-07-25
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,38181700.0,0,0,0,0.0,,N/A
DPZ,"Domino's Pizza, Inc.",34973200.0,14673,14642,29315,0.0838,0.4455,2024-10-10
DQ,Daqo New Energy Corp.,65760000.0,27970,11133,39103,0.0595,0.8284,2024-08-01
DRD,DRDGOLD Limited,86149904.0,3145,5125,8270,0.0096,0.6918,2024-08-21
DRH,DiamondRock Hospitality Company,210064000.0,22,55,77,0.0,0.5604,2024-08-01
DRH,DiamondRock Hospitality Company,210064000.0,22,55,77,0.0,0.5604,2024-08-01
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
DRI,"Darden Restaurants, Inc.",119359000.0,11192,16160,27352,0.0229,0.2648,2024-09-19
DRQ,"Dril-Quip, Inc.",34437100.0,817,64,881,0.0026,0.7154,2024-07-29
DSL,DoubleLine Income Solutions Fund,105621000.0,243,335,578,0.0005,0.2285,2024-12-02
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",49428700.0,0,0,0,0.0,,N/A
DSU,"BlackRock Debt Strategies Fund, Inc.",46705500.0,0,0,0,0.0,,2024-08-30
DSX,Diana Shipping Inc.,120321000.0,12497,1298,13795,0.0115,0.5974,2024-07-31
DSX,Diana Shipping Inc.,120321000.0,12497,1298,13795,0.0115,0.5974,2024-07-31
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,2024-07-26
DT,"Dynatrace, Inc.",298216000.0,44325,17984,62309,0.0209,0.4734,2024-07-31
DTB,N/A,,0,0,0,,,N/A
DTC,"Solo Brands, Inc.",58196700.0,7434,2526,9960,0.0171,1.1176,2024-08-01
DTE,DTE Energy Company,206936992.0,2049,1441,3490,0.0017,0.2706,2024-07-25
DTF,DTF Tax-Free Income 2028 Term Fund Inc.,7029570.0,0,0,0,0.0,,2024-12-16
DTG,N/A,,0,0,0,,,N/A
DTM,"DT Midstream, Inc.",97109104.0,611,33,644,0.0007,0.4368,2024-07-30
DTW,DTE Energy Company JR SUB DB 2017 E,,0,0,0,,,N/A
DUK,Duke Energy Corporation,771769024.0,51791,36873,88664,0.0115,0.2389,2024-08-06
DUK,Duke Energy Corporation,771769024.0,51791,36873,88664,0.0115,0.2389,2024-08-06
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
DUKB,N/A,,0,0,0,,,N/A
DV,"DoubleVerify Holdings, Inc.",171796000.0,26911,6222,33133,0.0193,0.7207,2024-07-30
DVA,DaVita Inc.,87702600.0,11675,9612,21287,0.0243,0.443,N/A
DVN,Devon Energy Corporation,627571968.0,265392,225333,490725,0.0782,0.3276,N/A
DX,"Dynex Capital, Inc.",74707800.0,4064,1056,5120,0.0069,0.2574,N/A
DX,"Dynex Capital, Inc.",74707800.0,4064,1056,5120,0.0069,0.2574,N/A
C,Citigroup Inc.,1925699968.0,1170497,980047,2150544,0.1117,0.3346,N/A
DXC,DXC Technology Company,180272992.0,11514,5242,16756,0.0093,0.5669,N/A
DXYZ,Destiny Tech100 Inc.,,0,0,0,,,N/A
DY,"Dycom Industries, Inc.",29093200.0,1290,778,2068,0.0071,0.5325,N/A
E,Eni S.p.A.,1588009984.0,660,100,760,0.0,0.4006,N/A
EAF,GrafTech International Ltd.,257167008.0,7245,2037,9282,0.0036,1.3224,N/A
EAI,"Entergy Arkansas, Inc. 1M BD 4.875%66",,0,0,0,,,N/A
EARN,Ellington Credit Company,20134500.0,1630,102,1732,0.0086,0.2871,N/A
EAT,"Brinker International, Inc.",44490500.0,10151,8809,18960,0.0426,0.5295,N/A
EB,"Eventbrite, Inc.",81453800.0,11224,1542,12766,0.0157,0.9344,N/A
EBF,"Ennis, Inc.",25984000.0,54,1,55,0.0002,0.3829,N/A
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,2246050048.0,0,0,0,0.0,,2024-08-07
EBS,Emergent BioSolutions Inc.,52401800.0,12584,10780,23364,0.0446,1.486,2024-08-06
EC,Ecopetrol S.A.,2055830016.0,9561,3630,13191,0.0006,0.4361,2024-08-06
ECAT,BlackRock ESG Capital Allocation Term Trust,101893000.0,0,0,0,0.0,,N/A
ECC,Eagle Point Credit Company Inc.,85301904.0,0,0,0,0.0,,2024-08-13
ECC,Eagle Point Credit Company Inc.,85301904.0,0,0,0,0.0,,2024-08-13
D,"Dominion Energy, Inc.",838211008.0,64307,24197,88504,0.0106,0.2809,2024-08-01
ECCC,Eagle Point Credit Company Inc.,,0,0,0,,,2024-08-13
ECCF,Eagle Point Credit Company Inc.,,0,0,0,,,2024-08-13
ECCV,N/A,,0,0,0,,,N/A
ECCW,N/A,,0,0,0,,,N/A
ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28,,0,0,0,,,N/A
ECL,Ecolab Inc.,285569984.0,3994,2815,6809,0.0024,0.2669,2024-07-30
ECO,Okeanis Eco Tankers Corp.,32194100.0,0,0,0,0.0,,2024-08-09
ECVT,Ecovyst Inc.,117005000.0,11,50,61,0.0001,0.8038,2024-08-01
ED,"Consolidated Edison, Inc.",345835008.0,10599,5333,15932,0.0046,0.238,2024-08-01
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",64809400.0,0,0,0,0.0,,N/A
EDF,Virtus Stone Harbor Emerging Markets Income Fund,29028000.0,0,0,0,0.0,,N/A
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,43784100.0,0,0,0,0.0,,2024-08-07
EDR,"Endeavor Group Holdings, Inc.",302460992.0,109232,53574,162806,0.0538,0.1679,2024-08-08
EDU,New Oriental Education & Technology Group Inc.,165512000.0,5748,2066,7814,0.0047,0.5556,2024-07-31
EE,"Excelerate Energy, Inc.",25104100.0,474,1260,1734,0.0069,0.8907,2024-08-07
EEA,"The European Equity Fund, Inc.",6752710.0,0,0,0,0.0,,N/A
EEX,"Emerald Holding, Inc.",203836992.0,135,0,135,0.0001,0.9555,2024-07-31
EFC,Ellington Financial Inc.,85041904.0,3299,1132,4431,0.0052,0.2796,2024-08-05
EFC,Ellington Financial Inc.,85041904.0,3299,1132,4431,0.0052,0.2796,2024-08-05
A,"Agilent Technologies, Inc.",291760992.0,7256,6868,14124,0.0048,0.3553,2024-08-21
EFC,Ellington Financial Inc.,85041904.0,3299,1132,4431,0.0052,0.2796,2024-08-05
B,Barnes Group Inc.,50702100.0,2685,900,3585,0.0071,0.6548,2024-07-26
EFC,Ellington Financial Inc.,85041904.0,3299,1132,4431,0.0052,0.2796,2024-08-05
C,Citigroup Inc.,1925699968.0,1170497,980047,2150544,0.1117,0.3346,2024-10-15
EFC,Ellington Financial Inc.,85041904.0,3299,1132,4431,0.0052,0.2796,2024-08-05
D,"Dominion Energy, Inc.",838211008.0,64307,24197,88504,0.0106,0.2809,2024-08-01
EFC,Ellington Financial Inc.,85041904.0,3299,1132,4431,0.0052,0.2796,2024-08-05
E,Eni S.p.A.,1588009984.0,660,100,760,0.0,0.4006,2024-07-26
EFR,Eaton Vance Senior Floating-Rate Trust,29201000.0,0,0,0,0.0,,N/A
EFT,Eaton Vance Floating-Rate Income Trust,26181400.0,0,0,0,0.0,,N/A
EFX,Equifax Inc.,123611000.0,3000,4308,7308,0.0059,0.33,2024-10-16
EFXT,Enerflex Ltd.,123989000.0,1283,172,1455,0.0012,1.4247,2024-08-07
EG,"Everest Group, Ltd.",43458200.0,906,774,1680,0.0039,0.3389,2024-07-31
EGF,"BlackRock Enhanced Government Fund, Inc.",3738450.0,0,0,0,0.0,,N/A
EGO,Eldorado Gold Corporation,203964000.0,21300,7119,28419,0.0139,0.5613,2024-07-25
EGP,"EastGroup Properties, Inc.",48144300.0,98,53,151,0.0003,0.3131,N/A
EGY,"VAALCO Energy, Inc.",103456000.0,22575,6956,29531,0.0285,0.6245,N/A
EHAB,"Enhabit, Inc.",50155400.0,178,126,304,0.0006,0.9744,N/A
EHC,Encompass Health Corporation,100685000.0,845,393,1238,0.0012,0.4038,N/A
EHI,Western Asset Global High Income Fund Inc.,22724800.0,0,0,0,0.0,,N/A
EIC,Eagle Point Income Company Inc.,12958300.0,0,0,0,0.0,,N/A
EICA,Eagle Point Income Company Inc.,,0,0,0,,,N/A
EICB,Eagle Point Income Company Inc.,,0,0,0,,,N/A
EICC,Eagle Point Income Company Inc.,,0,0,0,,,N/A
EIG,"Employers Holdings, Inc.",25343500.0,115,25,140,0.0006,0.5226,N/A
EIX,Edison International,384752992.0,7410,2880,10290,0.0027,0.261,N/A
EL,The Estée Lauder Companies Inc.,233022000.0,82962,102104,185066,0.0794,0.4746,N/A
ELAN,Elanco Animal Health Incorporated,494182016.0,36342,9386,45728,0.0093,0.6513,N/A
ELC,"Entergy Louisiana, LLC COLLATERAL TR MT",,0,0,0,,,N/A
ELF,"e.l.f. Beauty, Inc.",56387400.0,28878,44917,73795,0.1309,0.7373,2024-08-08
ELME,Elme Communities,88004096.0,169,637,806,0.0009,0.5992,2024-08-01
ELP,Companhia Paranaense de Energia - COPEL,745697984.0,7,0,7,0.0,0.778,2024-08-07
ELPC,N/A,745697984.0,0,0,0,0.0,,2024-08-07
ELS,"Equity LifeStyle Properties, Inc.",186496000.0,315,1775,2090,0.0011,0.6933,2024-10-14
ELV,"Elevance Health, Inc.",231886000.0,13988,13811,27799,0.012,0.2676,2024-10-16
EMD,Western Asset Emerging Markets Debt Fund Inc.,58443600.0,0,0,0,0.0,,2024-08-26
EME,"EMCOR Group, Inc.",46996200.0,3235,1458,4693,0.01,0.5084,2024-07-25
EMF,Templeton Emerging Markets Fund,15461200.0,0,0,0,0.0,,N/A
EMN,Eastman Chemical Company,117599000.0,5658,3806,9464,0.008,0.2908,2024-07-25
EMO,ClearBridge Energy Midstream Opportunity Fund Inc,12787300.0,0,0,0,0.0,,No future earnings date available
EMP,"Entergy Mississippi, Inc. 1M BD 66",,0,0,0,,,N/A
EMR,Emerson Electric Co.,572099968.0,51292,33100,84392,0.0148,0.311,2024-08-07
ENB,Enbridge Inc.,2126089984.0,34479,38342,72821,0.0034,0.2077,2024-08-02
ENFN,"Enfusion, Inc.",91911400.0,627,2703,3330,0.0036,0.6685,2024-08-06
ENIC,Enel Chile S.A.,1383330048.0,218,119,337,0.0,0.8571,2024-07-24
ENJ,"Entergy Utility Group, Inc. 1ST MTG 5% 52",,0,0,0,,,N/A
ENLC,"EnLink Midstream, LLC",451304000.0,5368,1319,6687,0.0015,0.3328,2024-07-30
ENO,"Entergy Utility Group, Inc. 1ST MTG BD 66",,0,0,0,,,N/A
ENOV,Enovis Corporation,54879000.0,1127,4417,5544,0.0101,0.4876,2024-08-07
ENR,"Energizer Holdings, Inc.",71790400.0,1294,2422,3716,0.0052,0.59,2024-08-06
ENS,EnerSys,40223100.0,1186,332,1518,0.0038,0.3948,2024-08-07
ENV,"Envestnet, Inc.",55221900.0,1753,4243,5996,0.0109,0.7219,2024-08-01
ENVA,"Enova International, Inc.",27119700.0,1455,1410,2865,0.0106,0.2858,2024-07-23
ENZ,"Enzo Biochem, Inc.",51457700.0,2042,0,2042,0.004,1.3377,2024-11-04
EOD,Wells Fargo Advantage Funds - Allspring Global Dividend Opportunity Fund,43065900.0,0,0,0,0.0,,N/A
EOG,"EOG Resources, Inc.",574710976.0,81085,86393,167478,0.0291,0.2774,2024-08-01
EOI,Eaton Vance Enhanced Equity Income Fund,40367000.0,0,0,0,0.0,,No future earnings date available
